product_category_name_english,purchase_week_start,units_sold,unique_orders,revenue,avg_price,avg_freight,year,month,quarter,week_of_year,is_month_start,is_month_end,is_quarter_start,is_quarter_end,lag_1,lag_2,lag_4,lag_8,revenue_lag_1,orders_lag_1,avg_price_lag_1,rolling_mean_4,rolling_std_4,rolling_mean_8,revenue_roll_mean_4,revenue_roll_std_4,momentum_1_4,momentum_1_8,units_pct_change_1,revenue_pct_change_1,rolling_mean12,rolling_std12,is_holiday_week,category_enc,trend_slope_4w,trend_slope_8w,trend_direction,min_stock_level,stock_safe_signal,category_encoded
agro_industry_and_commerce,2017-01-16,0.0,0.0,0.0,0.0,0.0,2017,1,1,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,1,0
agro_industry_and_commerce,2017-01-23,2.0,1.0,43.98,21.99,8.72,2017,1,1,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0,0
agro_industry_and_commerce,2017-01-30,2.0,2.0,43.98,21.99,19.435000000000002,2017,1,1,5,0,0,0,0,2.0,0.0,0.0,0.0,43.98,1.0,21.99,0.5,1.0,0.25,10.995,21.99,1.5,1.75,0.0,0.0,0.16666666666666666,0.5773502691896257,0,2.0,0.6,0.16666666666666666,1.0,2.4,1,0
agro_industry_and_commerce,2017-02-06,2.0,2.0,114.89,57.445,19.375,2017,2,1,6,0,0,0,0,2.0,2.0,0.0,0.0,43.98,2.0,21.99,1.0,1.1547005383792515,0.5,21.99,25.39186483895974,1.0,1.5,0.0,0.0,0.3333333333333333,0.7784989441615229,0,2.0,0.8,0.2857142857142857,1.0,2.4,1,0
agro_industry_and_commerce,2017-02-13,3.0,3.0,65.97,21.99,12.96,2017,2,1,7,0,0,0,0,2.0,2.0,0.0,0.0,114.89,2.0,57.445,1.5,1.0,0.75,50.7125,47.54353189446489,0.5,1.25,0.0,1.6123237835379718,0.5,0.9045340337332909,0,2.0,0.6,0.35714285714285715,1.0,2.4,0,0
agro_industry_and_commerce,2017-02-20,1.0,1.0,21.99,21.99,14.11,2017,2,1,8,0,0,0,0,3.0,2.0,2.0,0.0,65.97,3.0,21.99,2.25,0.5000000000000001,1.125,67.205,33.43743261675454,0.75,1.875,0.5,-0.4257985899556097,0.75,1.1381803659589922,0,2.0,0.3,0.4642857142857143,0.0,3.5999999999999996,1,0
agro_industry_and_commerce,2017-02-27,0.0,0.0,0.0,0.0,0.0,2017,2,1,9,0,0,0,0,1.0,3.0,2.0,0.0,21.99,1.0,21.99,2.0,0.8164965809277261,1.25,61.7075,39.74204857578432,-1.0,-0.25,-0.6666666666666667,-0.6666666666666667,0.8333333333333334,1.1146408580454255,0,2.0,-0.2,0.3333333333333333,0.0,3.5999999999999996,1,0
agro_industry_and_commerce,2017-03-06,0.0,0.0,0.0,0.0,0.0,2017,3,1,10,0,0,0,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.5,1.2909944487358056,1.25,50.712500000000006,50.820869974843994,-1.5,-1.25,-1.0,-1.0,0.8333333333333334,1.1146408580454255,0,2.0,-0.8,0.09523809523809523,-1.0,3.5999999999999996,1,0
agro_industry_and_commerce,2017-03-13,1.0,1.0,59.99,59.99,14.18,2017,3,1,11,0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.4142135623730951,1.25,21.99,31.098556236584354,-1.0,-1.25,0.0,0.0,0.8333333333333334,1.1146408580454255,0,2.0,-1.0,-0.14285714285714285,-1.0,3.5999999999999996,1,0
agro_industry_and_commerce,2017-03-20,1.0,1.0,22.0,22.0,14.52,2017,3,1,12,0,0,0,0,1.0,0.0,1.0,2.0,59.99,1.0,59.99,0.5,0.5773502691896258,1.375,20.495,28.297114693904742,0.5,-0.375,0.0,0.0,0.9166666666666666,1.0836246694508318,0,2.0,0.0,-0.2976190476190476,0.0,1.2,1,0
agro_industry_and_commerce,2017-03-27,0.0,0.0,0.0,0.0,0.0,2017,3,1,13,0,0,0,0,1.0,1.0,0.0,2.0,22.0,1.0,22.0,0.5,0.5773502691896258,1.25,20.497500000000002,28.29729124256713,0.5,-0.25,0.0,-0.6332722120353392,1.0,1.044465935734187,0,2.0,0.4,-0.2619047619047619,0.0,1.2,1,0
agro_industry_and_commerce,2017-04-03,0.0,0.0,0.0,0.0,0.0,2017,4,2,14,0,0,0,0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.5,0.5773502691896258,1.0,20.497500000000002,28.29729124256713,-0.5,-1.0,-1.0,-1.0,1.0,1.044465935734187,0,2.0,0.0,-0.2857142857142857,0.0,1.2,1,0
agro_industry_and_commerce,2017-04-10,0.0,0.0,0.0,0.0,0.0,2017,4,2,15,0,0,0,0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.5,0.5773502691896258,0.75,20.497500000000002,28.29729124256713,-0.5,-0.75,0.0,0.0,1.0,1.044465935734187,1,2.0,-0.4,-0.2619047619047619,0.0,1.2,1,0
agro_industry_and_commerce,2017-04-17,0.0,0.0,0.0,0.0,0.0,2017,4,2,16,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.5000000000000001,0.375,5.5,10.999999999999977,-0.25,-0.375,0.0,0.0,1.0,1.044465935734187,1,2.0,-0.3,-0.08333333333333333,0.0,1.2,1,0
agro_industry_and_commerce,2017-04-24,0.0,0.0,0.0,0.0,0.0,2017,4,2,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.25,0.0,0.0,0.8333333333333334,1.0298573010888745,0,2.0,0.0,-0.047619047619047616,0.0,0.0,1,0
agro_industry_and_commerce,2017-05-01,1.0,1.0,59.99,59.99,7.78,2017,5,2,18,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.25,0.0,0.0,0.6666666666666666,0.9847319278346618,1,2.0,0.0,-0.09523809523809523,0.0,0.0,0,0
agro_industry_and_commerce,2017-05-08,1.0,1.0,589.99,589.99,67.62,2017,5,2,19,0,0,0,0,1.0,0.0,0.0,1.0,59.99,1.0,59.99,0.25,0.5000000000000001,0.375,14.9975,29.994999999999994,0.75,0.625,0.0,0.0,0.5833333333333334,0.90033663737852,0,2.0,0.3,-0.05952380952380952,0.0,1.2,1,0
agro_industry_and_commerce,2017-05-15,1.0,1.0,869.97,869.97,87.18,2017,5,2,20,0,0,0,0,1.0,1.0,0.0,1.0,589.99,1.0,589.99,0.5,0.5773502691896258,0.375,162.495,286.3962872780768,0.5,0.625,0.0,8.834805800966828,0.4166666666666667,0.514928650544437,0,2.0,0.4,0.05952380952380952,0.0,1.2,1,0
agro_industry_and_commerce,2017-05-22,1.0,1.0,59.99,59.99,21.22,2017,5,2,21,0,0,0,0,1.0,1.0,0.0,0.0,869.97,1.0,869.97,0.75,0.5000000000000001,0.375,379.9875,420.70290406849665,0.25,0.625,0.0,0.4745504161087477,0.4166666666666667,0.514928650544437,0,2.0,0.3,0.17857142857142858,0.0,1.2,1,0
agro_industry_and_commerce,2017-05-29,0.0,0.0,0.0,0.0,0.0,2017,5,2,22,0,0,0,0,1.0,1.0,1.0,0.0,59.99,1.0,59.99,1.0,0.0,0.5,394.985,403.3530299460594,0.0,0.5,0.0,-0.9310435992045702,0.5,0.5222329678670934,0,2.0,0.0,0.19047619047619047,0.0,1.2,1,0
agro_industry_and_commerce,2017-06-05,0.0,0.0,0.0,0.0,0.0,2017,6,2,23,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.5000000000000001,0.5,379.9875,420.70290406849665,-0.75,-0.5,-1.0,-1.0,0.5,0.5222329678670934,0,2.0,-0.3,0.09523809523809523,0.0,1.2,1,0
agro_industry_and_commerce,2017-06-12,0.0,0.0,0.0,0.0,0.0,2017,6,2,24,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5773502691896258,0.5,232.49,425.9265197190708,-0.5,-0.5,0.0,0.0,0.4166666666666667,0.514928650544437,1,2.0,-0.4,0.0,0.0,1.2,1,0
agro_industry_and_commerce,2017-06-19,0.0,0.0,0.0,0.0,0.0,2017,6,2,25,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.5000000000000001,0.5,14.9975,29.99500000000019,-0.25,-0.5,0.0,0.0,0.3333333333333333,0.49236596391733073,0,2.0,-0.3,-0.09523809523809523,0.0,1.2,1,0
agro_industry_and_commerce,2017-06-26,1.0,1.0,1390.0,1390.0,32.05,2017,6,2,26,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.5,0.0,0.0,0.3333333333333333,0.49236596391733073,0,2.0,0.0,-0.19047619047619047,0.0,0.0,0,0
agro_industry_and_commerce,2017-07-03,0.0,0.0,0.0,0.0,0.0,2017,7,3,27,0,0,0,0,1.0,0.0,0.0,1.0,1390.0,1.0,1390.0,0.25,0.5000000000000001,0.5,347.5,695.0,0.75,0.5,0.0,0.0,0.4166666666666667,0.514928650544437,0,2.0,0.3,-0.09523809523809523,0.0,1.2,1,0
agro_industry_and_commerce,2017-07-10,1.0,1.0,1180.0,1180.0,19.47,2017,7,3,28,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.5000000000000001,0.375,347.5,695.0,-0.25,-0.375,-1.0,-1.0,0.4166666666666667,0.514928650544437,0,2.0,0.1,-0.08333333333333333,0.0,1.2,1,0
agro_industry_and_commerce,2017-07-17,0.0,0.0,0.0,0.0,0.0,2017,7,3,29,0,0,0,0,1.0,0.0,0.0,1.0,1180.0,1.0,1180.0,0.5,0.5773502691896258,0.375,642.5,746.8321989130714,0.5,0.625,0.0,0.0,0.5,0.5222329678670934,0,2.0,0.2,0.03571428571428571,0.0,1.2,1,0
agro_industry_and_commerce,2017-07-24,0.0,0.0,0.0,0.0,0.0,2017,7,3,30,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5773502691896258,0.25,642.5,746.8321989130714,-0.5,-0.25,-1.0,-1.0,0.5,0.5222329678670934,0,2.0,-0.2,0.07142857142857142,0.0,1.2,1,0
agro_industry_and_commerce,2017-07-31,0.0,0.0,0.0,0.0,0.0,2017,7,3,31,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5000000000000001,0.25,295.0,590.0,-0.25,-0.25,0.0,0.0,0.4166666666666667,0.514928650544437,0,2.0,-0.1,0.023809523809523808,0.0,1.2,1,0
agro_industry_and_commerce,2017-08-07,0.0,0.0,0.0,0.0,0.0,2017,8,3,32,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.5000000000000001,0.25,295.0,590.0,-0.25,-0.25,0.0,0.0,0.3333333333333333,0.49236596391733073,0,2.0,-0.3,-0.023809523809523808,0.0,1.2,1,0
agro_industry_and_commerce,2017-08-14,0.0,0.0,0.0,0.0,0.0,2017,8,3,33,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.25,0.0,0.0,0.25,0.4522670168666451,0,2.0,0.0,-0.07142857142857142,0.0,0.0,1,0
agro_industry_and_commerce,2017-08-21,0.0,0.0,0.0,0.0,0.0,2017,8,3,34,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.25,0.0,0.0,0.16666666666666666,0.38924947208076105,0,2.0,0.0,-0.11904761904761904,0.0,0.0,1,0
agro_industry_and_commerce,2017-08-28,4.0,1.0,88.0,22.0,34.15,2017,8,3,35,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,-0.125,0.0,0.0,0.16666666666666666,0.38924947208076105,0,2.0,0.0,-0.05952380952380952,0.0,0.0,0,0
agro_industry_and_commerce,2017-09-04,1.0,1.0,398.0,398.0,20.04,2017,9,3,36,0,0,0,0,4.0,0.0,0.0,1.0,88.0,1.0,22.0,1.0,2.0,0.625,22.0,44.00000000000044,3.0,3.375,0.0,0.0,0.5,1.1677484162422844,1,2.0,1.2,0.25,1.0,4.8,1,0
agro_industry_and_commerce,2017-09-11,1.0,1.0,799.99,799.99,54.34,2017,9,3,37,0,0,0,0,1.0,4.0,0.0,0.0,398.0,1.0,398.0,1.25,1.8929694486000912,0.625,121.5,188.94355418131286,-0.25,0.375,-0.75,3.5227272727272725,0.5833333333333334,1.1645001528813148,0,2.0,0.7,0.32142857142857145,1.0,4.8,1,0
agro_industry_and_commerce,2017-09-18,2.0,1.0,796.0,398.0,25.66,2017,9,3,38,0,0,0,0,1.0,1.0,0.0,0.0,799.99,1.0,799.99,1.5,1.7320508075688772,0.75,321.4975,361.79618114577534,-0.5,0.25,0.0,1.0100251256281405,0.6666666666666666,1.1547005383792515,0,2.0,0.0,0.2857142857142857,0.0,4.8,1,0
agro_industry_and_commerce,2017-09-25,0.0,0.0,0.0,0.0,0.0,2017,9,3,39,0,0,0,0,2.0,1.0,4.0,0.0,796.0,1.0,398.0,2.0,1.4142135623730951,1.0,520.4975,344.51773542881654,0.0,1.0,1.0,-0.00498756234452935,0.75,1.2154310870109941,0,2.0,-0.6,0.30952380952380953,-1.0,4.8,1,0
agro_industry_and_commerce,2017-10-02,1.0,1.0,35.0,35.0,8.72,2017,10,4,40,0,0,0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8164965809277261,1.0,498.4975,382.10163136483294,-1.0,-1.0,-1.0,-1.0,0.75,1.2154310870109941,0,2.0,-0.2,0.11904761904761904,0.0,2.4,1,0
agro_industry_and_commerce,2017-10-09,1.0,1.0,22.0,22.0,15.1,2017,10,4,41,0,0,0,0,1.0,0.0,1.0,0.0,35.0,1.0,35.0,1.0,0.8164965809277261,1.125,407.7475,450.8484242976421,0.0,-0.125,0.0,0.0,0.75,1.2154310870109941,1,2.0,-0.2,0.011904761904761904,0.0,2.4,1,0
agro_industry_and_commerce,2017-10-16,1.0,1.0,849.98,849.98,98.37,2017,10,4,42,0,0,0,0,1.0,1.0,2.0,0.0,22.0,1.0,22.0,1.0,0.8164965809277261,1.25,213.25,388.76846151233354,0.0,-0.25,0.0,-0.37142857142857144,0.8333333333333334,1.1934162828797101,0,2.0,-0.2,-0.11904761904761904,0.0,2.4,1,0
agro_industry_and_commerce,2017-10-23,2.0,2.0,2443.3,1221.65,42.98,2017,10,4,43,0,0,0,0,1.0,1.0,0.0,4.0,849.98,1.0,849.98,0.75,0.5000000000000001,1.375,226.745,415.7410332967709,0.25,-0.375,0.0,37.63545454545454,0.9166666666666666,1.164500152881315,0,2.0,0.3,-0.27380952380952384,0.0,1.2,0,0
agro_industry_and_commerce,2017-10-30,0.0,0.0,0.0,0.0,0.0,2017,10,4,44,0,0,0,0,2.0,1.0,1.0,1.0,2443.3,2.0,1221.65,1.25,0.5000000000000001,1.125,837.57,1138.390072397565,0.75,0.875,1.0,1.8745382244288105,1.0833333333333333,1.164500152881315,1,2.0,0.3,0.05952380952380952,0.0,2.4,1,0
agro_industry_and_commerce,2017-11-06,2.0,2.0,1334.99,667.495,49.64,2017,11,4,45,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8164965809277261,1.0,828.82,1146.7191636432465,-1.0,-1.0,-1.0,-1.0,1.0833333333333333,1.164500152881315,0,2.0,-0.2,-0.047619047619047616,0.0,2.4,1,0
agro_industry_and_commerce,2017-11-13,4.0,3.0,1610.0,402.5,27.1875,2017,11,4,46,0,0,0,0,2.0,0.0,1.0,2.0,1334.99,2.0,667.495,1.25,0.9574271077563382,1.125,1157.0675,1019.6663493965399,0.75,0.875,0.0,0.0,1.25,1.1381803659589924,1,2.0,0.1,0.03571428571428571,0.0,2.4,0,0
agro_industry_and_commerce,2017-11-20,11.0,6.0,10549.6,959.0545454545455,39.347272727272724,2017,11,4,47,0,0,0,0,4.0,2.0,2.0,0.0,1610.0,3.0,402.5,2.0,1.632993161855452,1.375,1347.0725,1014.1656519975751,2.0,2.625,1.0,0.20600154308271978,1.5833333333333333,1.3113721705515067,0,2.0,0.8,0.36904761904761907,1.0,4.8,0,0
agro_industry_and_commerce,2017-11-27,3.0,3.0,862.9,287.6333333333333,21.596666666666664,2017,11,4,48,0,0,0,0,11.0,4.0,0.0,1.0,10549.6,6.0,959.0545454545455,4.25,4.7871355387816905,2.75,3373.6475,4835.3686051522145,6.75,8.25,1.75,5.552546583850932,2.1666666666666665,2.9797294975866313,0,2.0,3.5,1.0238095238095237,1.0,13.2,1,0
agro_industry_and_commerce,2017-12-04,4.0,4.0,1193.9,298.475,31.78,2017,12,4,49,0,0,0,0,3.0,11.0,2.0,1.0,862.9,3.0,287.6333333333333,5.0,4.08248290463863,3.0,3589.3725,4650.396939870653,-2.0,0.0,-0.7272727272727273,-0.9182054295897475,2.3333333333333335,2.9644356609443876,0,2.0,1.0,0.8571428571428571,1.0,13.2,1,0
agro_industry_and_commerce,2017-12-11,0.0,0.0,0.0,0.0,0.0,2017,12,4,50,0,0,0,0,4.0,3.0,4.0,1.0,1193.9,4.0,298.475,5.5,3.696845502136472,3.375,3554.1000000000004,4673.6725937246965,-1.5,0.625,0.33333333333333326,0.38359021902885626,2.5833333333333335,2.968266507678524,0,2.0,-0.8,0.7261904761904762,-1.0,13.2,1,0
agro_industry_and_commerce,2017-12-18,3.0,2.0,3019.0,1006.3333333333334,53.85,2017,12,4,51,0,0,0,0,0.0,4.0,11.0,2.0,0.0,0.0,0.0,4.5,4.654746681256314,3.25,3151.6000000000004,4957.611102806136,-4.5,-3.25,-1.0,-1.0,2.4166666666666665,3.058767824804721,0,2.0,-3.2,0.19047619047619047,-1.0,13.2,1,0
agro_industry_and_commerce,2017-12-25,3.0,2.0,653.8,217.9333333333333,18.62,2017,12,4,52,0,0,0,0,3.0,0.0,3.0,0.0,3019.0,2.0,1006.3333333333334,2.5,1.7320508075688779,3.375,1268.95,1270.6190367953209,0.5,-0.375,0.0,0.0,2.6666666666666665,2.9644356609443876,1,2.0,-0.4,0.03571428571428571,0.0,4.8,1,0
agro_industry_and_commerce,2018-01-01,4.0,4.0,2378.0,594.5,29.9225,2018,1,1,1,1,0,1,0,3.0,3.0,4.0,2.0,653.8,2.0,217.9333333333333,2.5,1.7320508075688779,3.75,1216.6750000000002,1296.9220520781766,0.5,-0.75,0.0,-0.7834382245776748,2.8333333333333335,2.9180732539042804,1,2.0,0.0,-0.35714285714285715,0.0,4.8,1,0
agro_industry_and_commerce,2018-01-08,4.0,4.0,1657.44,414.36,27.9525,2018,1,1,2,0,0,0,0,4.0,3.0,0.0,4.0,2378.0,4.0,594.5,2.5,1.7320508075688779,4.0,1512.7,1419.348944645632,1.5,0.0,0.33333333333333326,2.6371979198531665,3.0833333333333335,2.874917653629668,0,2.0,1.2,-0.5238095238095238,1.0,4.8,1,0
agro_industry_and_commerce,2018-01-15,6.0,3.0,916.0,152.66666666666666,20.19,2018,1,1,3,0,0,0,0,4.0,4.0,3.0,11.0,1657.44,4.0,414.36,3.5,0.5773502691896271,4.0,1927.06,1014.8178521619876,0.5,0.0,0.0,-0.30301093355761144,3.3333333333333335,2.8069178610689485,0,2.0,0.4,-0.5238095238095238,0.0,4.8,0,0
agro_industry_and_commerce,2018-01-22,2.0,2.0,78.0,39.0,21.105,2018,1,1,4,0,0,0,0,6.0,4.0,3.0,3.0,916.0,3.0,152.66666666666666,4.25,1.2583057392117922,3.375,1401.31,777.565201810542,1.75,2.625,0.5,-0.4473404768800078,3.6666666666666665,2.870962250261094,0,2.0,0.9,0.39285714285714285,1.0,7.199999999999999,1,0
agro_industry_and_commerce,2018-01-29,6.0,6.0,1702.5,283.75,21.53,2018,1,1,5,0,0,0,0,2.0,6.0,4.0,4.0,78.0,2.0,39.0,4.0,1.6329931618554525,3.25,1257.3600000000001,987.1363761237192,-2.0,-1.25,-0.6666666666666667,-0.9148471615720524,3.8333333333333335,2.6911752530120077,0,2.0,-0.4,0.23809523809523808,0.0,7.199999999999999,1,0
agro_industry_and_commerce,2018-02-05,8.0,4.0,1939.3,242.4125,28.2075,2018,2,1,6,0,0,0,0,6.0,2.0,4.0,0.0,1702.5,6.0,283.75,4.5,1.9148542155126766,3.5,1088.4850000000001,764.1019178748354,1.5,2.5,2.0,20.826923076923077,4.166666666666667,2.691175253012008,0,2.0,0.2,0.5476190476190477,0.0,7.199999999999999,0,0
air_conditioning,2016-11-07,0.0,0.0,0.0,0.0,0.0,2016,11,4,45,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,2.8058252427184467,0.0,-0.09523809523809523,0.0,0.0,1,1
air_conditioning,2016-11-14,0.0,0.0,0.0,0.0,0.0,2016,11,4,46,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,2.8058252427184467,0.0,-0.2857142857142857,0.0,0.0,1,1
air_conditioning,2016-11-21,0.0,0.0,0.0,0.0,0.0,2016,11,4,47,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,2.8058252427184467,0.0,-0.47619047619047616,0.0,0.0,1,1
air_conditioning,2016-11-28,0.0,0.0,0.0,0.0,0.0,2016,11,4,48,0,0,0,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,2.8058252427184467,0.0,-0.6666666666666666,0.0,0.0,1,1
air_conditioning,2016-12-05,0.0,0.0,0.0,0.0,0.0,2016,12,4,49,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.3094010767585034,0,2.8058252427184467,0.0,0.0,0.0,0.0,1,1
air_conditioning,2016-12-12,0.0,0.0,0.0,0.0,0.0,2016,12,4,50,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.3094010767585034,0,2.8058252427184467,0.0,0.0,0.0,0.0,1,1
air_conditioning,2016-12-19,0.0,0.0,0.0,0.0,0.0,2016,12,4,51,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.3094010767585034,0,2.8058252427184467,0.0,0.0,0.0,0.0,1,1
air_conditioning,2016-12-26,0.0,0.0,0.0,0.0,0.0,2016,12,4,52,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.3094010767585034,1,2.8058252427184467,0.0,0.0,0.0,0.0,1,1
air_conditioning,2017-01-02,0.0,0.0,0.0,0.0,0.0,2017,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.8058252427184467,0.0,0.0,0.0,0.0,1,1
air_conditioning,2017-01-09,0.0,0.0,0.0,0.0,0.0,2017,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.8058252427184467,0.0,0.0,0.0,0.0,1,1
