product_category_name_english,purchase_week_start,units_sold,unique_orders,revenue,avg_price,avg_freight,year,month,quarter,week_of_year,is_month_start,is_month_end,is_quarter_start,is_quarter_end,lag_1,lag_2,lag_4,lag_8,revenue_lag_1,orders_lag_1,avg_price_lag_1,rolling_mean_4,rolling_std_4,rolling_mean_8,revenue_roll_mean_4,revenue_roll_std_4,momentum_1_4,momentum_1_8,units_pct_change_1,revenue_pct_change_1
consoles_games,2018-07-30,8.0,8.0,1425.79,178.22375,25.655,2018,7,3,31,0,0,0,0,13.0,10.0,11.0,5.0,2632.5,13.0,202.5,10.25,2.499999999999993,10.75,1798.0375,744.2382048051999,2.75,2.25,0.30000000000000004,1.2327486768896732
consoles_games,2018-08-06,19.0,15.0,1383.27,72.80368421052631,16.37421052631579,2018,8,3,32,0,0,0,0,8.0,13.0,7.0,13.0,1425.79,8.0,178.22375,9.5,2.6457513110645836,11.125,1599.7424999999998,698.9925893920474,-1.5,-3.125,-0.3846153846153846,-0.4583893637226971
consoles_games,2018-08-13,20.0,18.0,1570.49,78.5245,15.823500000000001,2018,8,3,33,0,0,0,0,19.0,8.0,10.0,9.0,1383.27,15.0,72.80368421052631,12.5,4.795831523312716,11.875,1655.1499999999999,660.4085852965062,6.5,7.125,1.375,-0.02982206355774697
consoles_games,2018-08-20,12.0,12.0,854.77,71.23083333333334,15.418333333333331,2018,8,3,34,0,0,0,0,20.0,19.0,13.0,18.0,1570.49,18.0,78.5245,15.0,5.5976185412488855,13.25,1753.0124999999998,591.7760856030483,5.0,6.75,0.05263157894736836,0.13534595559796725
consoles_games,2018-08-27,2.0,2.0,114.99,57.495,10.815,2018,8,3,35,0,0,0,0,12.0,20.0,8.0,11.0,854.77,12.0,71.23083333333334,14.75,5.737304826019499,12.5,1308.58,312.97345169625027,-2.75,-0.5,-0.4,-0.45573037714343934
construction_tools_construction,2016-11-07,0.0,0.0,0.0,0.0,0.0,2016,11,4,45,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2016-11-14,0.0,0.0,0.0,0.0,0.0,2016,11,4,46,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2016-11-21,0.0,0.0,0.0,0.0,0.0,2016,11,4,47,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2016-11-28,0.0,0.0,0.0,0.0,0.0,2016,11,4,48,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2016-12-05,0.0,0.0,0.0,0.0,0.0,2016,12,4,49,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2016-12-12,0.0,0.0,0.0,0.0,0.0,2016,12,4,50,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2016-12-19,0.0,0.0,0.0,0.0,0.0,2016,12,4,51,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2016-12-26,0.0,0.0,0.0,0.0,0.0,2016,12,4,52,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2017-01-02,0.0,0.0,0.0,0.0,0.0,2017,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2017-01-09,0.0,0.0,0.0,0.0,0.0,2017,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2017-01-16,0.0,0.0,0.0,0.0,0.0,2017,1,1,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2017-01-23,0.0,0.0,0.0,0.0,0.0,2017,1,1,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2017-01-30,1.0,1.0,149.9,149.9,21.13,2017,1,1,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2017-02-06,1.0,1.0,149.9,149.9,21.13,2017,2,1,6,0,0,0,0,1.0,0.0,0.0,0.0,149.9,1.0,149.9,0.25,0.5,0.125,37.475,74.95,0.75,0.875,,
construction_tools_construction,2017-02-13,1.0,1.0,36.99,36.99,14.52,2017,2,1,7,0,0,0,0,1.0,1.0,0.0,0.0,149.9,1.0,149.9,0.5,0.5773502691896257,0.25,74.95,86.5448053515249,0.5,0.75,0.0,0.0
construction_tools_construction,2017-02-20,0.0,0.0,0.0,0.0,0.0,2017,2,1,8,0,0,0,0,1.0,1.0,0.0,0.0,36.99,1.0,36.99,0.75,0.5,0.375,84.1975,77.35503447309253,0.25,0.625,0.0,-0.7532354903268845
construction_tools_construction,2017-02-27,1.0,1.0,38.9,38.9,14.52,2017,2,1,9,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.5,0.375,84.1975,77.35503447309253,-0.75,-0.375,-1.0,-1.0
construction_tools_construction,2017-03-06,0.0,0.0,0.0,0.0,0.0,2017,3,1,10,0,0,0,0,1.0,0.0,1.0,0.0,38.9,1.0,38.9,0.75,0.5,0.5,56.447500000000005,64.82334732435015,0.25,0.5,,
construction_tools_construction,2017-03-13,0.0,0.0,0.0,0.0,0.0,2017,3,1,11,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5773502691896257,0.5,18.9725,21.92142844342037,-0.5,-0.5,-1.0,-1.0
construction_tools_construction,2017-03-20,0.0,0.0,0.0,0.0,0.0,2017,3,1,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.5,9.725,19.44999999999999,-0.25,-0.5,,
construction_tools_construction,2017-03-27,0.0,0.0,0.0,0.0,0.0,2017,3,1,13,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.5,0.5,9.725,19.44999999999999,-0.25,-0.5,,
construction_tools_construction,2017-04-03,0.0,0.0,0.0,0.0,0.0,2017,4,2,14,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,-0.375,,
construction_tools_construction,2017-04-10,0.0,0.0,0.0,0.0,0.0,2017,4,2,15,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.25,,
construction_tools_construction,2017-04-17,0.0,0.0,0.0,0.0,0.0,2017,4,2,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,-0.125,,
construction_tools_construction,2017-04-24,0.0,0.0,0.0,0.0,0.0,2017,4,2,17,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,-0.125,,
construction_tools_construction,2017-05-01,0.0,0.0,0.0,0.0,0.0,2017,5,2,18,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2017-05-08,0.0,0.0,0.0,0.0,0.0,2017,5,2,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2017-05-15,0.0,0.0,0.0,0.0,0.0,2017,5,2,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2017-05-22,0.0,0.0,0.0,0.0,0.0,2017,5,2,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2017-05-29,1.0,1.0,99.99,99.99,49.41,2017,5,2,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_construction,2017-06-05,3.0,1.0,116.69999999999999,38.9,2.17,2017,6,2,23,0,0,0,0,1.0,0.0,0.0,0.0,99.99,1.0,99.99,0.25,0.5,0.125,24.9975,49.99499999999999,0.75,0.875,,
construction_tools_construction,2017-06-12,4.0,2.0,159.68,39.92,15.1,2017,6,2,24,0,0,0,0,3.0,1.0,0.0,0.0,116.69999999999999,1.0,38.9,1.0,1.4142135623730951,0.5,54.1725,62.92389867927765,2.0,2.5,2.0,0.16711671167116715
construction_tools_construction,2017-06-19,0.0,0.0,0.0,0.0,0.0,2017,6,2,25,0,0,0,0,4.0,3.0,0.0,0.0,159.68,2.0,39.92,2.0,1.8257418583505538,1.0,94.0925,67.57957846124819,2.0,3.0,0.33333333333333326,0.3682947729220225
construction_tools_construction,2017-06-26,1.0,1.0,99.99,99.99,32.03,2017,6,2,26,0,0,0,0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.8257418583505538,1.0,94.0925,67.57957846124819,-2.0,-1.0,-1.0,-1.0
construction_tools_construction,2017-07-03,1.0,1.0,99.99,99.99,56.93,2017,7,3,27,0,0,0,0,1.0,0.0,3.0,0.0,99.99,1.0,99.99,2.0,1.8257418583505538,1.125,94.0925,67.57957846124819,-1.0,-0.125,,
construction_tools_construction,2017-07-10,3.0,2.0,299.96999999999997,99.99,53.53,2017,7,3,28,0,0,0,0,1.0,1.0,4.0,0.0,99.99,1.0,99.99,1.5,1.7320508075688772,1.25,89.91499999999999,66.21901464081144,-0.5,-0.25,0.0,0.0
construction_tools_construction,2017-07-17,1.0,1.0,99.99,99.99,40.03,2017,7,3,29,0,0,0,0,3.0,1.0,0.0,0.0,299.96999999999997,2.0,99.99,1.25,1.2583057392117916,1.625,124.9875,125.81799086378702,1.75,1.375,2.0,2.0
construction_tools_construction,2017-07-24,1.0,1.0,49.49,49.49,15.98,2017,7,3,30,0,0,0,0,1.0,3.0,1.0,1.0,99.99,1.0,99.99,1.5,1.0,1.75,149.98499999999999,99.98999999999998,-0.5,-0.75,-0.6666666666666667,-0.6666666666666666
construction_tools_construction,2017-07-31,1.0,1.0,112.0,112.0,40.11,2017,7,3,31,0,1,0,0,1.0,1.0,1.0,3.0,49.49,1.0,49.49,1.5,1.0,1.75,137.35999999999999,110.9897634919545,-0.5,-0.75,0.0,-0.505050505050505
construction_tools_construction,2017-08-07,1.0,1.0,112.0,112.0,46.08,2017,8,3,32,0,0,0,0,1.0,1.0,3.0,4.0,112.0,1.0,112.0,1.5,1.0,1.5,140.36249999999998,109.79789839366991,-0.5,-0.5,0.0,1.263083451202263
construction_tools_construction,2017-08-14,3.0,2.0,488.0,162.66666666666666,22.373333333333335,2017,8,3,33,0,0,0,0,1.0,1.0,1.0,0.0,112.0,1.0,112.0,1.0,0.0,1.125,93.37,29.79615523296031,0.0,-0.125,0.0,0.0
construction_tools_construction,2017-08-21,1.0,1.0,79.0,79.0,38.39,2017,8,3,34,0,0,0,0,3.0,1.0,1.0,1.0,488.0,2.0,162.66666666666666,1.5,1.0,1.5,190.3725,200.59453720959934,1.5,1.5,2.0,3.3571428571428568
construction_tools_construction,2017-08-28,2.0,2.0,588.0,294.0,27.384999999999998,2017,8,3,35,0,0,0,0,1.0,3.0,1.0,1.0,79.0,1.0,79.0,1.5,1.0,1.5,197.75,194.12431583910347,-0.5,-0.5,-0.6666666666666667,-0.8381147540983607
construction_tools_construction,2017-09-04,5.0,3.0,887.7,177.54000000000002,18.634,2017,9,3,36,0,0,0,0,2.0,1.0,1.0,3.0,588.0,2.0,294.0,1.75,0.9574271077563381,1.625,316.75,259.06932791565015,0.25,0.375,1.0,6.443037974683544
construction_tools_construction,2017-09-11,2.0,2.0,93.8,46.9,12.205,2017,9,3,37,0,0,0,0,5.0,2.0,3.0,1.0,887.7,3.0,177.54000000000002,2.75,1.707825127659933,1.875,510.675,334.1578805993758,2.25,3.125,1.5,0.5096938775510205
construction_tools_construction,2017-09-18,0.0,0.0,0.0,0.0,0.0,2017,9,3,38,0,0,0,0,2.0,5.0,1.0,1.0,93.8,2.0,46.9,2.5,1.7320508075688772,2.0,412.125,395.561485949614,-0.5,0.0,-0.6,-0.8943336712853441
construction_tools_construction,2017-09-25,2.0,1.0,59.8,29.9,15.1,2017,9,3,39,0,0,0,0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.25,2.0615528128088303,1.875,392.375,419.0151817058661,-2.25,-1.875,-1.0,-1.0
construction_tools_construction,2017-10-02,5.0,5.0,464.3,92.86,25.054000000000002,2017,10,4,40,0,0,0,0,2.0,0.0,5.0,1.0,59.8,1.0,29.9,2.25,2.0615528128088303,2.0,260.325,420.04338962381814,-0.25,0.0,,
construction_tools_construction,2017-10-09,7.0,6.0,1609.69,229.9557142857143,35.56,2017,10,4,41,0,0,0,0,5.0,2.0,2.0,3.0,464.3,5.0,92.86,2.25,2.0615528128088303,2.5,154.475,210.15777208246828,2.75,2.5,1.5,6.764214046822743
construction_tools_construction,2017-10-16,1.0,1.0,74.69,74.69,11.98,2017,10,4,42,0,0,0,0,7.0,5.0,0.0,1.0,1609.69,6.0,229.9557142857143,3.5,3.1091263510296048,3.0,533.4475,746.5448155949291,3.5,4.0,0.3999999999999999,2.466917940986431
construction_tools_construction,2017-10-23,0.0,0.0,0.0,0.0,0.0,2017,10,4,43,0,0,0,0,1.0,7.0,2.0,2.0,74.69,1.0,74.69,3.75,2.753785273643051,3.0,552.12,729.494127141085,-2.75,-2.0,-0.8571428571428572,-0.9535997614447502
construction_tools_construction,2017-10-30,7.0,4.0,806.5,115.21428571428571,19.568571428571428,2017,10,4,44,0,0,0,0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,3.25,3.304037933599835,2.75,537.17,743.4264246491826,-3.25,-2.75,-1.0,-1.0
construction_tools_construction,2017-11-06,5.0,4.0,257.7,51.54,14.547999999999998,2017,11,4,45,0,0,0,0,7.0,0.0,7.0,2.0,806.5,4.0,115.21428571428571,3.75,3.774917217635375,3.0,622.72,751.8869481954496,3.25,4.0,,
construction_tools_construction,2017-11-13,11.0,6.0,1712.5,155.6818181818182,48.972727272727276,2017,11,4,46,0,0,0,0,5.0,7.0,1.0,0.0,257.7,4.0,51.54,3.25,3.304037933599835,3.375,284.7225,364.3087189344591,1.75,1.625,-0.2857142857142857,-0.6804711717296963
construction_tools_construction,2017-11-20,19.0,18.0,3163.4,166.49473684210525,35.22210526315789,2017,11,4,47,0,0,0,0,11.0,5.0,0.0,2.0,1712.5,6.0,155.6818181818182,5.75,4.573474244670748,4.75,694.175,757.6261319630768,5.25,6.25,1.2000000000000002,5.645324020178502
construction_tools_construction,2017-11-27,17.0,13.0,2939.16,172.89176470588234,29.4735294117647,2017,11,4,48,0,0,0,0,19.0,11.0,7.0,5.0,3163.4,18.0,166.49473684210525,10.5,6.191391873668904,6.875,1485.025,1269.5682136721393,8.5,12.125,0.7272727272727273,0.8472408759124088
construction_tools_construction,2017-12-04,6.0,5.0,2080.9,346.81666666666666,46.541666666666664,2017,12,4,49,0,0,0,0,17.0,19.0,5.0,7.0,2939.16,13.0,172.89176470588234,13.0,6.324555320336759,8.375,2018.19,1335.7224139268856,4.0,8.625,-0.10526315789473684,-0.07088575583233236
construction_tools_construction,2017-12-11,8.0,5.0,508.75,63.59375,12.0575,2017,12,4,50,0,0,0,0,6.0,17.0,11.0,1.0,2080.9,5.0,346.81666666666666,13.25,5.909032633745278,8.25,2473.9900000000002,689.4577688783166,-7.25,-2.25,-0.6470588235294117,-0.29200860109691196
construction_tools_construction,2017-12-18,2.0,2.0,163.8,81.9,14.015,2017,12,4,51,0,0,0,0,8.0,6.0,19.0,0.0,508.75,5.0,63.59375,12.5,6.454972243679028,9.125,2173.0525000000002,1203.6200628485992,-4.5,-1.125,0.33333333333333326,-0.7555144408669325
construction_tools_construction,2017-12-25,5.0,4.0,1618.7,323.74,15.786000000000001,2017,12,4,52,0,0,0,0,2.0,8.0,17.0,7.0,163.8,2.0,81.9,8.25,6.34428877022476,9.375,1423.1525,1310.5992478093112,-6.25,-7.375,-0.75,-0.678034398034398
construction_tools_construction,2018-01-01,13.0,10.0,3143.58,241.81384615384616,30.463076923076926,2018,1,1,1,1,0,1,0,5.0,2.0,6.0,5.0,1618.7,4.0,323.74,5.25,2.5,9.125,1093.0375,904.9986366242026,-0.25,-4.125,1.5,8.882173382173383
construction_tools_construction,2018-01-08,8.0,6.0,1171.78,146.4725,15.6825,2018,1,1,2,0,0,0,0,13.0,5.0,8.0,11.0,3143.58,10.0,241.81384615384616,7.0,4.69041575982343,10.125,1358.7075,1342.0876308541353,6.0,2.875,1.6,0.9420399085686044
construction_tools_construction,2018-01-15,9.0,9.0,1517.8899999999999,168.65444444444444,20.993333333333332,2018,1,1,3,0,0,0,0,8.0,13.0,2.0,19.0,1171.78,6.0,146.4725,7.0,4.69041575982343,9.75,1524.465,1239.1138728812077,1.0,-1.75,-0.3846153846153846,-0.6272466423631655
construction_tools_construction,2018-01-22,9.0,8.0,2635.2400000000002,292.80444444444447,28.015555555555554,2018,1,1,4,0,0,0,0,9.0,8.0,5.0,17.0,1517.8899999999999,9.0,168.65444444444444,8.75,3.3040379335998353,8.5,1862.9875,874.9197346566517,0.25,0.5,0.125,0.29537114475413473
construction_tools_construction,2018-01-29,21.0,15.0,1961.8600000000001,93.42190476190477,13.85904761904762,2018,1,1,5,0,0,0,0,9.0,9.0,13.0,6.0,2635.2400000000002,8.0,292.80444444444447,9.75,2.2173557826083456,7.5,2117.1225,926.4291256350912,-0.75,1.5,0.0,0.7361205357436971
construction_tools_construction,2018-02-05,20.0,14.0,2187.81,109.3905,19.0915,2018,2,1,6,0,0,0,0,21.0,9.0,8.0,8.0,1961.8600000000001,15.0,93.42190476190477,11.75,6.184658438426491,9.375,1821.6925,631.4503621227875,9.25,11.625,1.3333333333333335,-0.25552890818293594
construction_tools_construction,2018-02-12,7.0,7.0,1128.9,161.27142857142857,19.09,2018,2,1,7,0,0,0,0,20.0,21.0,9.0,2.0,2187.81,14.0,109.3905,14.75,6.652067347825035,10.875,2075.7,465.39059057956837,5.25,9.125,-0.04761904761904767,0.11517131701548511
construction_tools_construction,2018-02-19,17.0,17.0,3678.99,216.41117647058823,20.063529411764705,2018,2,1,8,0,0,0,0,7.0,20.0,9.0,5.0,1128.9,7.0,161.27142857142857,14.25,7.274384280931732,11.5,1978.4524999999999,631.7212318407011,-7.25,-4.5,-0.65,-0.48400455249770313
construction_tools_construction,2018-02-26,28.0,17.0,4697.27,167.75964285714286,13.010714285714286,2018,2,1,9,0,0,0,0,17.0,7.0,21.0,13.0,3678.99,17.0,216.41117647058823,16.25,6.3966136874651625,13.0,2239.39,1062.2805024097913,0.75,4.0,1.4285714285714284,2.258915758703162
construction_tools_construction,2018-03-05,7.0,6.0,370.44,52.92,17.08142857142857,2018,3,1,10,0,0,0,0,28.0,17.0,20.0,8.0,4697.27,17.0,167.75964285714286,18.0,8.679477710861024,14.875,2923.2425,1578.9082540239629,10.0,13.125,0.6470588235294117,0.27678248649765314
construction_tools_construction,2018-03-12,11.0,11.0,1852.97,168.4518181818182,32.597272727272724,2018,3,1,11,0,0,0,0,7.0,28.0,7.0,9.0,370.44,6.0,52.92,14.75,10.012492197250394,14.75,2468.9,2051.7541305429363,-7.75,-7.75,-0.75,-0.9211371711653791
construction_tools_construction,2018-03-19,21.0,14.0,2057.7,97.98571428571428,20.448095238095238,2018,3,1,12,0,0,0,0,11.0,7.0,17.0,9.0,1852.97,11.0,168.4518181818182,15.75,9.142392101268317,15.0,2649.9175,1921.959543475963,-4.75,-4.0,0.5714285714285714,4.002078609221466
construction_tools_construction,2018-03-26,14.0,10.0,2122.19,151.585,32.799285714285716,2018,3,1,13,0,0,0,0,21.0,11.0,28.0,21.0,2057.7,14.0,97.98571428571428,16.75,9.535023160258536,16.5,2244.5950000000003,1799.6639965375018,4.25,4.5,0.9090909090909092,0.11048748765495375
construction_tools_construction,2018-04-02,21.0,15.0,4649.02,221.3819047619048,23.40904761904762,2018,4,2,14,0,0,0,0,14.0,21.0,7.0,20.0,2122.19,10.0,151.585,13.25,5.909032633745278,15.625,1600.8249999999998,828.2472614101013,0.75,-1.625,-0.33333333333333337,0.03134081741750516
construction_tools_construction,2018-04-09,20.0,15.0,1898.01,94.9005,32.8065,2018,4,2,15,0,0,0,0,21.0,14.0,11.0,7.0,4649.02,15.0,221.3819047619048,16.75,5.057996968497839,15.75,2670.4700000000003,1324.0171680407568,4.25,5.25,0.5,1.1906709578312973
construction_tools_construction,2018-04-16,24.0,24.0,3021.92,125.91333333333334,20.06833333333333,2018,4,2,16,0,0,0,0,20.0,21.0,21.0,17.0,1898.01,15.0,94.9005,19.0,3.366501646120692,17.375,2681.7299999999996,1314.907529701867,1.0,2.625,-0.04761904761904767,-0.5917397645095095
construction_tools_construction,2018-04-23,19.0,16.0,2082.1,109.58421052631579,22.25,2018,4,2,17,0,0,0,0,24.0,20.0,14.0,28.0,3021.92,24.0,125.91333333333334,19.75,4.193248541803041,18.25,2922.785,1249.110507267738,4.25,5.75,0.19999999999999996,0.5921517800222338
construction_tools_construction,2018-04-30,16.0,15.0,2682.61,167.663125,23.8625,2018,4,2,18,0,1,0,0,19.0,24.0,21.0,7.0,2082.1,16.0,109.58421052631579,21.0,2.160246899469285,17.125,2912.7625,1257.8060649764996,-2.0,1.875,-0.20833333333333337,-0.3110009530364801
construction_tools_construction,2018-05-07,53.0,30.0,9452.58,178.35056603773586,28.072452830188677,2018,5,2,19,0,0,0,0,16.0,19.0,20.0,11.0,2682.61,15.0,167.663125,19.75,3.3040379335998336,18.25,2421.16,522.1482184846232,-3.75,-2.25,-0.1578947368421053,0.2884155420008647
construction_tools_construction,2018-05-14,28.0,21.0,2321.88,82.92428571428572,16.96357142857143,2018,5,2,20,0,0,0,0,53.0,16.0,24.0,21.0,9452.58,30.0,178.35056603773586,28.0,16.990193249832878,23.5,4309.8025,3450.4693211636677,25.0,29.5,2.3125,2.523650474724242
construction_tools_construction,2018-05-21,20.0,17.0,5779.66,288.983,16.1245,2018,5,2,21,0,0,0,0,28.0,53.0,19.0,14.0,2321.88,21.0,82.92428571428572,29.0,16.792855623746664,24.375,4134.7925,3553.7724622657443,-1.0,3.625,-0.4716981132075472,-0.7543654748227469
construction_tools_construction,2018-05-28,19.0,17.0,2271.34,119.5442105263158,23.55421052631579,2018,5,2,22,0,0,0,0,20.0,28.0,16.0,21.0,5779.66,17.0,288.983,29.25,16.600702796367788,25.125,5059.1825,3314.712217034584,-9.25,-5.125,-0.2857142857142857,1.4892156356056296
construction_tools_construction,2018-06-04,21.0,21.0,2463.76,117.32190476190478,19.44904761904762,2018,6,2,23,0,0,0,0,19.0,20.0,53.0,20.0,2271.34,17.0,119.5442105263158,30.0,15.853495934125483,24.875,4956.365,3417.778735236283,-11.0,-5.875,-0.050000000000000044,-0.6070114851046601
construction_tools_construction,2018-06-11,27.0,27.0,9039.54,334.7977777777778,24.228518518518516,2018,6,2,24,0,0,0,0,21.0,19.0,28.0,24.0,2463.76,21.0,117.32190476190478,22.0,4.082482904638619,25.0,3209.16,1715.6013096287845,-1.0,-4.0,0.10526315789473695,0.08471651095828903
construction_tools_construction,2018-06-18,31.0,28.0,4552.45,146.8532258064516,22.13516129032258,2018,6,2,25,0,0,0,0,27.0,21.0,20.0,19.0,9039.54,27.0,334.7977777777778,21.75,3.5939764421412916,25.375,4888.575,3201.7802203305578,5.25,1.625,0.2857142857142858,2.6690018508296265
construction_tools_construction,2018-06-25,31.0,28.0,6249.46,201.59548387096774,18.635806451612904,2018,6,2,26,0,0,0,0,31.0,27.0,19.0,16.0,4552.45,28.0,146.8532258064516,24.5,5.507570547286094,26.875,4581.7725,3146.247827718757,6.5,4.125,0.14814814814814814,-0.496384771791485
construction_tools_construction,2018-07-02,20.0,18.0,3994.26,199.71300000000002,18.6265,2018,7,3,27,0,0,0,0,31.0,31.0,21.0,53.0,6249.46,28.0,201.59548387096774,27.5,4.725815626252599,28.75,5576.3025,2779.8890719640217,3.5,2.25,0.0,0.3727685092642423
construction_tools_construction,2018-07-09,15.0,15.0,2073.4,138.22666666666666,21.849333333333334,2018,7,3,28,0,0,0,0,20.0,31.0,27.0,28.0,3994.26,18.0,199.71300000000002,27.25,5.188127472091119,24.625,5958.9275,2266.618616079538,-7.25,-4.625,-0.3548387096774194,-0.36086317857862915
construction_tools_construction,2018-07-16,29.0,22.0,2800.61,96.57275862068965,20.152413793103445,2018,7,3,29,0,0,0,0,15.0,20.0,31.0,20.0,2073.4,15.0,138.22666666666666,24.25,8.057087976847875,23.0,4217.3925,1721.2450731447277,-9.25,-8.0,-0.25,-0.4809050988168021
construction_tools_construction,2018-07-23,35.0,29.0,5208.72,148.82057142857144,21.660285714285713,2018,7,3,30,0,0,0,0,29.0,15.0,31.0,19.0,2800.61,22.0,96.57275862068965,23.75,7.544313531837511,24.125,3779.4325,1827.186095528222,5.25,4.875,0.9333333333333333,0.3507330953988619
construction_tools_construction,2018-07-30,38.0,35.0,3351.51,88.19763157894738,18.866052631578945,2018,7,3,31,0,0,0,0,35.0,29.0,20.0,21.0,5208.72,29.0,148.82057142857144,24.75,8.958236433584453,26.125,3519.2475000000004,1376.8162614131459,10.25,8.875,0.2068965517241379,0.8598519608228208
construction_tools_construction,2018-08-06,39.0,27.0,4590.89,117.71512820512821,17.346153846153847,2018,8,3,32,0,0,0,0,38.0,35.0,15.0,27.0,3351.51,35.0,88.19763157894738,29.25,10.210288928331066,28.25,3358.5600000000004,1339.9112105160825,8.75,9.75,0.08571428571428563,-0.35655784914527944
construction_tools_construction,2018-08-13,58.0,40.0,7544.69,130.0808620689655,18.848275862068967,2018,8,3,33,0,0,0,0,39.0,38.0,29.0,31.0,4590.89,27.0,117.71512820512821,35.25,4.499999999999992,29.75,3987.9325000000003,1105.8402814865872,3.75,9.25,0.026315789473684292,0.3697974942637796
construction_tools_construction,2018-08-20,37.0,31.0,8306.59,224.50243243243244,19.631891891891893,2018,8,3,34,0,0,0,0,58.0,39.0,35.0,31.0,7544.69,40.0,130.0808620689655,42.5,10.472185381603333,33.125,5173.9525,1759.0588030416502,15.5,24.875,0.4871794871794872,0.6434046557421327
construction_tools_construction,2018-08-27,1.0,1.0,24.99,24.99,8.34,2018,8,3,35,0,0,0,0,37.0,58.0,38.0,20.0,8306.59,31.0,224.50243243243244,43.0,10.033277962194937,33.875,5948.42,2359.0868933268757,-6.0,3.125,-0.3620689655172413,0.10098493112374407
construction_tools_lights,2016-11-07,0.0,0.0,0.0,0.0,0.0,2016,11,4,45,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
construction_tools_lights,2016-11-14,0.0,0.0,0.0,0.0,0.0,2016,11,4,46,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
