product_category_name_english,purchase_week_start,units_sold,unique_orders,revenue,avg_price,avg_freight,year,month,quarter,week_of_year,is_month_start,is_month_end,is_quarter_start,is_quarter_end,lag_1,lag_2,lag_4,lag_8,revenue_lag_1,orders_lag_1,avg_price_lag_1,rolling_mean_4,rolling_std_4,rolling_mean_8,revenue_roll_mean_4,revenue_roll_std_4,momentum_1_4,momentum_1_8,units_pct_change_1,revenue_pct_change_1
agro_industry_and_commerce,2017-02-06,2.0,2.0,114.89,57.445,19.375,2017,2,1,6,0,0,0,0,2.0,2.0,0.0,0.0,43.98,2.0,21.99,1.0,1.1547005383792515,0.5,21.99,25.39186483895974,1.0,1.5,0.0,0.0
agro_industry_and_commerce,2017-02-13,3.0,3.0,65.97,21.99,12.96,2017,2,1,7,0,0,0,0,2.0,2.0,0.0,0.0,114.89,2.0,57.445,1.5,1.0,0.75,50.7125,47.54353189446489,0.5,1.25,0.0,1.6123237835379718
agro_industry_and_commerce,2017-02-20,1.0,1.0,21.99,21.99,14.11,2017,2,1,8,0,0,0,0,3.0,2.0,2.0,0.0,65.97,3.0,21.99,2.25,0.5000000000000001,1.125,67.205,33.43743261675454,0.75,1.875,0.5,-0.4257985899556097
agro_industry_and_commerce,2017-02-27,0.0,0.0,0.0,0.0,0.0,2017,2,1,9,0,0,0,0,1.0,3.0,2.0,0.0,21.99,1.0,21.99,2.0,0.8164965809277261,1.25,61.7075,39.74204857578432,-1.0,-0.25,-0.6666666666666667,-0.6666666666666667
agro_industry_and_commerce,2017-03-06,0.0,0.0,0.0,0.0,0.0,2017,3,1,10,0,0,0,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.5,1.2909944487358056,1.25,50.712500000000006,50.820869974843994,-1.5,-1.25,-1.0,-1.0
agro_industry_and_commerce,2017-03-13,1.0,1.0,59.99,59.99,14.18,2017,3,1,11,0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.4142135623730951,1.25,21.99,31.098556236584354,-1.0,-1.25,,
agro_industry_and_commerce,2017-03-20,1.0,1.0,22.0,22.0,14.52,2017,3,1,12,0,0,0,0,1.0,0.0,1.0,2.0,59.99,1.0,59.99,0.5,0.5773502691896258,1.375,20.495,28.297114693904742,0.5,-0.375,,
agro_industry_and_commerce,2017-03-27,0.0,0.0,0.0,0.0,0.0,2017,3,1,13,0,0,0,0,1.0,1.0,0.0,2.0,22.0,1.0,22.0,0.5,0.5773502691896258,1.25,20.497500000000002,28.29729124256713,0.5,-0.25,0.0,-0.6332722120353392
agro_industry_and_commerce,2017-04-03,0.0,0.0,0.0,0.0,0.0,2017,4,2,14,0,0,0,0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.5,0.5773502691896258,1.0,20.497500000000002,28.29729124256713,-0.5,-1.0,-1.0,-1.0
agro_industry_and_commerce,2017-04-10,0.0,0.0,0.0,0.0,0.0,2017,4,2,15,0,0,0,0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.5,0.5773502691896258,0.75,20.497500000000002,28.29729124256713,-0.5,-0.75,,
agro_industry_and_commerce,2017-04-17,0.0,0.0,0.0,0.0,0.0,2017,4,2,16,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.5000000000000001,0.375,5.5,10.999999999999977,-0.25,-0.375,,
agro_industry_and_commerce,2017-04-24,0.0,0.0,0.0,0.0,0.0,2017,4,2,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.25,,
agro_industry_and_commerce,2017-05-01,1.0,1.0,59.99,59.99,7.78,2017,5,2,18,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.25,,
agro_industry_and_commerce,2017-05-08,1.0,1.0,589.99,589.99,67.62,2017,5,2,19,0,0,0,0,1.0,0.0,0.0,1.0,59.99,1.0,59.99,0.25,0.5000000000000001,0.375,14.9975,29.994999999999994,0.75,0.625,,
agro_industry_and_commerce,2017-05-15,1.0,1.0,869.97,869.97,87.18,2017,5,2,20,0,0,0,0,1.0,1.0,0.0,1.0,589.99,1.0,589.99,0.5,0.5773502691896258,0.375,162.495,286.3962872780768,0.5,0.625,0.0,8.834805800966828
agro_industry_and_commerce,2017-05-22,1.0,1.0,59.99,59.99,21.22,2017,5,2,21,0,0,0,0,1.0,1.0,0.0,0.0,869.97,1.0,869.97,0.75,0.5000000000000001,0.375,379.9875,420.70290406849665,0.25,0.625,0.0,0.4745504161087477
agro_industry_and_commerce,2017-05-29,0.0,0.0,0.0,0.0,0.0,2017,5,2,22,0,0,0,0,1.0,1.0,1.0,0.0,59.99,1.0,59.99,1.0,0.0,0.5,394.985,403.3530299460594,0.0,0.5,0.0,-0.9310435992045702
agro_industry_and_commerce,2017-06-05,0.0,0.0,0.0,0.0,0.0,2017,6,2,23,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.5000000000000001,0.5,379.9875,420.70290406849665,-0.75,-0.5,-1.0,-1.0
agro_industry_and_commerce,2017-06-12,0.0,0.0,0.0,0.0,0.0,2017,6,2,24,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5773502691896258,0.5,232.49,425.9265197190708,-0.5,-0.5,,
agro_industry_and_commerce,2017-06-19,0.0,0.0,0.0,0.0,0.0,2017,6,2,25,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.5000000000000001,0.5,14.9975,29.99500000000019,-0.25,-0.5,,
agro_industry_and_commerce,2017-06-26,1.0,1.0,1390.0,1390.0,32.05,2017,6,2,26,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.5,,
agro_industry_and_commerce,2017-07-03,0.0,0.0,0.0,0.0,0.0,2017,7,3,27,0,0,0,0,1.0,0.0,0.0,1.0,1390.0,1.0,1390.0,0.25,0.5000000000000001,0.5,347.5,695.0,0.75,0.5,,
agro_industry_and_commerce,2017-07-10,1.0,1.0,1180.0,1180.0,19.47,2017,7,3,28,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.5000000000000001,0.375,347.5,695.0,-0.25,-0.375,-1.0,-1.0
agro_industry_and_commerce,2017-07-17,0.0,0.0,0.0,0.0,0.0,2017,7,3,29,0,0,0,0,1.0,0.0,0.0,1.0,1180.0,1.0,1180.0,0.5,0.5773502691896258,0.375,642.5,746.8321989130714,0.5,0.625,,
agro_industry_and_commerce,2017-07-24,0.0,0.0,0.0,0.0,0.0,2017,7,3,30,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5773502691896258,0.25,642.5,746.8321989130714,-0.5,-0.25,-1.0,-1.0
agro_industry_and_commerce,2017-07-31,0.0,0.0,0.0,0.0,0.0,2017,7,3,31,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5000000000000001,0.25,295.0,590.0,-0.25,-0.25,,
agro_industry_and_commerce,2017-08-07,0.0,0.0,0.0,0.0,0.0,2017,8,3,32,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.5000000000000001,0.25,295.0,590.0,-0.25,-0.25,,
agro_industry_and_commerce,2017-08-14,0.0,0.0,0.0,0.0,0.0,2017,8,3,33,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.25,,
agro_industry_and_commerce,2017-08-21,0.0,0.0,0.0,0.0,0.0,2017,8,3,34,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.25,,
agro_industry_and_commerce,2017-08-28,4.0,1.0,88.0,22.0,34.15,2017,8,3,35,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,-0.125,,
agro_industry_and_commerce,2017-09-04,1.0,1.0,398.0,398.0,20.04,2017,9,3,36,0,0,0,0,4.0,0.0,0.0,1.0,88.0,1.0,22.0,1.0,2.0,0.625,22.0,44.00000000000044,3.0,3.375,,
agro_industry_and_commerce,2017-09-11,1.0,1.0,799.99,799.99,54.34,2017,9,3,37,0,0,0,0,1.0,4.0,0.0,0.0,398.0,1.0,398.0,1.25,1.8929694486000912,0.625,121.5,188.94355418131286,-0.25,0.375,-0.75,3.5227272727272725
agro_industry_and_commerce,2017-09-18,2.0,1.0,796.0,398.0,25.66,2017,9,3,38,0,0,0,0,1.0,1.0,0.0,0.0,799.99,1.0,799.99,1.5,1.7320508075688772,0.75,321.4975,361.79618114577534,-0.5,0.25,0.0,1.0100251256281405
agro_industry_and_commerce,2017-09-25,0.0,0.0,0.0,0.0,0.0,2017,9,3,39,0,0,0,0,2.0,1.0,4.0,0.0,796.0,1.0,398.0,2.0,1.4142135623730951,1.0,520.4975,344.51773542881654,0.0,1.0,1.0,-0.00498756234452935
agro_industry_and_commerce,2017-10-02,1.0,1.0,35.0,35.0,8.72,2017,10,4,40,0,0,0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8164965809277261,1.0,498.4975,382.10163136483294,-1.0,-1.0,-1.0,-1.0
agro_industry_and_commerce,2017-10-09,1.0,1.0,22.0,22.0,15.1,2017,10,4,41,0,0,0,0,1.0,0.0,1.0,0.0,35.0,1.0,35.0,1.0,0.8164965809277261,1.125,407.7475,450.8484242976421,0.0,-0.125,,
agro_industry_and_commerce,2017-10-16,1.0,1.0,849.98,849.98,98.37,2017,10,4,42,0,0,0,0,1.0,1.0,2.0,0.0,22.0,1.0,22.0,1.0,0.8164965809277261,1.25,213.25,388.76846151233354,0.0,-0.25,0.0,-0.37142857142857144
agro_industry_and_commerce,2017-10-23,2.0,2.0,2443.3,1221.65,42.98,2017,10,4,43,0,0,0,0,1.0,1.0,0.0,4.0,849.98,1.0,849.98,0.75,0.5000000000000001,1.375,226.745,415.7410332967709,0.25,-0.375,0.0,37.63545454545454
agro_industry_and_commerce,2017-10-30,0.0,0.0,0.0,0.0,0.0,2017,10,4,44,0,0,0,0,2.0,1.0,1.0,1.0,2443.3,2.0,1221.65,1.25,0.5000000000000001,1.125,837.57,1138.390072397565,0.75,0.875,1.0,1.8745382244288105
agro_industry_and_commerce,2017-11-06,2.0,2.0,1334.99,667.495,49.64,2017,11,4,45,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8164965809277261,1.0,828.82,1146.7191636432465,-1.0,-1.0,-1.0,-1.0
agro_industry_and_commerce,2017-11-13,4.0,3.0,1610.0,402.5,27.1875,2017,11,4,46,0,0,0,0,2.0,0.0,1.0,2.0,1334.99,2.0,667.495,1.25,0.9574271077563382,1.125,1157.0675,1019.6663493965399,0.75,0.875,,
agro_industry_and_commerce,2017-11-20,11.0,6.0,10549.6,959.0545454545455,39.347272727272724,2017,11,4,47,0,0,0,0,4.0,2.0,2.0,0.0,1610.0,3.0,402.5,2.0,1.632993161855452,1.375,1347.0725,1014.1656519975751,2.0,2.625,1.0,0.20600154308271978
agro_industry_and_commerce,2017-11-27,3.0,3.0,862.9,287.6333333333333,21.596666666666664,2017,11,4,48,0,0,0,0,11.0,4.0,0.0,1.0,10549.6,6.0,959.0545454545455,4.25,4.7871355387816905,2.75,3373.6475,4835.3686051522145,6.75,8.25,1.75,5.552546583850932
agro_industry_and_commerce,2017-12-04,4.0,4.0,1193.9,298.475,31.78,2017,12,4,49,0,0,0,0,3.0,11.0,2.0,1.0,862.9,3.0,287.6333333333333,5.0,4.08248290463863,3.0,3589.3725,4650.396939870653,-2.0,0.0,-0.7272727272727273,-0.9182054295897475
agro_industry_and_commerce,2017-12-11,0.0,0.0,0.0,0.0,0.0,2017,12,4,50,0,0,0,0,4.0,3.0,4.0,1.0,1193.9,4.0,298.475,5.5,3.696845502136472,3.375,3554.1000000000004,4673.6725937246965,-1.5,0.625,0.33333333333333326,0.38359021902885626
agro_industry_and_commerce,2017-12-18,3.0,2.0,3019.0,1006.3333333333334,53.85,2017,12,4,51,0,0,0,0,0.0,4.0,11.0,2.0,0.0,0.0,0.0,4.5,4.654746681256314,3.25,3151.6000000000004,4957.611102806136,-4.5,-3.25,-1.0,-1.0
agro_industry_and_commerce,2017-12-25,3.0,2.0,653.8,217.9333333333333,18.62,2017,12,4,52,0,0,0,0,3.0,0.0,3.0,0.0,3019.0,2.0,1006.3333333333334,2.5,1.7320508075688779,3.375,1268.95,1270.6190367953209,0.5,-0.375,,
agro_industry_and_commerce,2018-01-01,4.0,4.0,2378.0,594.5,29.9225,2018,1,1,1,1,0,1,0,3.0,3.0,4.0,2.0,653.8,2.0,217.9333333333333,2.5,1.7320508075688779,3.75,1216.6750000000002,1296.9220520781766,0.5,-0.75,0.0,-0.7834382245776748
agro_industry_and_commerce,2018-01-08,4.0,4.0,1657.44,414.36,27.9525,2018,1,1,2,0,0,0,0,4.0,3.0,0.0,4.0,2378.0,4.0,594.5,2.5,1.7320508075688779,4.0,1512.7,1419.348944645632,1.5,0.0,0.33333333333333326,2.6371979198531665
agro_industry_and_commerce,2018-01-15,6.0,3.0,916.0,152.66666666666666,20.19,2018,1,1,3,0,0,0,0,4.0,4.0,3.0,11.0,1657.44,4.0,414.36,3.5,0.5773502691896271,4.0,1927.06,1014.8178521619876,0.5,0.0,0.0,-0.30301093355761144
agro_industry_and_commerce,2018-01-22,2.0,2.0,78.0,39.0,21.105,2018,1,1,4,0,0,0,0,6.0,4.0,3.0,3.0,916.0,3.0,152.66666666666666,4.25,1.2583057392117922,3.375,1401.31,777.565201810542,1.75,2.625,0.5,-0.4473404768800078
agro_industry_and_commerce,2018-01-29,6.0,6.0,1702.5,283.75,21.53,2018,1,1,5,0,0,0,0,2.0,6.0,4.0,4.0,78.0,2.0,39.0,4.0,1.6329931618554525,3.25,1257.3600000000001,987.1363761237192,-2.0,-1.25,-0.6666666666666667,-0.9148471615720524
agro_industry_and_commerce,2018-02-05,8.0,4.0,1939.3,242.4125,28.2075,2018,2,1,6,0,0,0,0,6.0,2.0,4.0,0.0,1702.5,6.0,283.75,4.5,1.9148542155126766,3.5,1088.4850000000001,764.1019178748354,1.5,2.5,2.0,20.826923076923077
agro_industry_and_commerce,2018-02-12,3.0,2.0,1373.0,457.6666666666667,25.666666666666668,2018,2,1,7,0,0,0,0,8.0,6.0,6.0,3.0,1939.3,4.0,242.4125,5.5,2.5166114784235836,4.5,1158.95,842.9848416984348,2.5,3.5,0.33333333333333326,0.13908957415565348
agro_industry_and_commerce,2018-02-19,4.0,4.0,1347.5,336.875,24.03,2018,2,1,8,0,0,0,0,3.0,8.0,2.0,3.0,1373.0,2.0,457.6666666666667,4.75,2.7537852736430515,4.5,1273.2,829.949954314517,-1.75,-1.5,-0.625,-0.2920125818594338
agro_industry_and_commerce,2018-02-26,9.0,8.0,1901.5,211.27777777777777,21.133333333333333,2018,2,1,9,0,0,0,0,4.0,3.0,6.0,4.0,1347.5,4.0,336.875,5.25,2.217355782608345,4.625,1590.575,283.17289624303595,-1.25,-0.625,0.33333333333333326,-0.018572469045884943
agro_industry_and_commerce,2018-03-05,5.0,5.0,1293.0,258.6,20.644,2018,3,1,10,0,0,0,0,9.0,4.0,8.0,4.0,1901.5,8.0,211.27777777777777,6.0,2.9439202887759492,5.25,1640.325,323.9380432016838,3.0,3.75,1.25,0.4111317254174398
agro_industry_and_commerce,2018-03-12,6.0,6.0,914.0,152.33333333333334,27.123333333333335,2018,3,1,11,0,0,0,0,5.0,9.0,3.0,6.0,1293.0,5.0,258.6,5.25,2.6299556396765835,5.375,1478.75,283.8017206901132,-0.25,-0.375,-0.4444444444444444,-0.3200105180120957
agro_industry_and_commerce,2018-03-19,8.0,7.0,1469.5,183.6875,12.174999999999999,2018,3,1,12,0,0,0,0,6.0,5.0,4.0,2.0,914.0,6.0,152.33333333333334,6.0,2.160246899469287,5.375,1364.0,406.9068279921939,0.0,0.625,0.19999999999999996,-0.29311678267594743
agro_industry_and_commerce,2018-03-26,5.0,4.0,1430.0,286.0,18.259999999999998,2018,3,1,13,0,0,0,0,8.0,6.0,9.0,6.0,1469.5,7.0,183.6875,7.0,1.825741858350554,6.125,1394.5,409.8196757924989,1.0,1.875,0.33333333333333326,0.6077680525164113
agro_industry_and_commerce,2018-04-02,3.0,3.0,935.5,311.8333333333333,28.05,2018,4,2,14,0,0,0,0,5.0,8.0,5.0,8.0,1430.0,4.0,286.0,6.0,1.4142135623730954,6.0,1276.625,253.3046173417861,-1.0,-1.0,-0.375,-0.026879891119428345
agro_industry_and_commerce,2018-04-09,2.0,2.0,637.0,318.5,16.305,2018,4,2,15,0,0,0,0,3.0,5.0,6.0,3.0,935.5,3.0,311.8333333333333,5.5,2.081665999466133,5.375,1187.25,303.664425531433,-2.5,-2.375,-0.4,-0.34580419580419586
agro_industry_and_commerce,2018-04-16,3.0,3.0,2116.3,705.4333333333334,31.866666666666664,2018,4,2,16,0,0,0,0,2.0,3.0,8.0,4.0,637.0,2.0,318.5,4.5,2.6457513110645907,5.25,1118.0,402.3114465187409,-2.5,-3.25,-0.33333333333333337,-0.3190807055050775
agro_industry_and_commerce,2018-04-23,4.0,4.0,811.9,202.975,17.650000000000002,2018,4,2,17,0,0,0,0,3.0,2.0,5.0,9.0,2116.3,3.0,705.4333333333334,3.25,1.2583057392117913,5.125,1279.7,646.5360469455684,-0.25,-2.125,0.5,2.3222919937205653
agro_industry_and_commerce,2018-04-30,1.0,1.0,45.0,45.0,7.87,2018,4,2,18,0,1,0,0,4.0,3.0,3.0,5.0,811.9,4.0,202.975,3.0,0.8164965809277254,4.5,1125.175,672.0023381655766,1.0,-0.5,0.33333333333333326,-0.6163587393091717
agro_industry_and_commerce,2018-05-07,5.0,5.0,2340.75,468.15,19.056,2018,5,2,19,0,0,0,0,1.0,4.0,2.0,6.0,45.0,1.0,45.0,2.5,1.2909944487358052,4.0,902.5500000000001,873.1772042374913,-1.5,-3.0,-0.75,-0.9445744549821407
agro_industry_and_commerce,2018-05-14,1.0,1.0,429.0,429.0,24.53,2018,5,2,20,0,0,0,0,5.0,1.0,3.0,8.0,2340.75,5.0,468.15,3.25,1.7078251276599328,3.875,1328.4875000000002,1089.2698949105018,1.75,1.125,4.0,51.016666666666666
agro_industry_and_commerce,2018-05-21,0.0,0.0,0.0,0.0,0.0,2018,5,2,21,0,0,0,0,1.0,5.0,4.0,5.0,429.0,1.0,429.0,2.75,2.06155281280883,3.0,906.6625000000001,1006.0170006640053,-1.75,-2.0,-0.8,-0.8167254085229093
agro_industry_and_commerce,2018-05-28,1.0,1.0,465.0,465.0,25.79,2018,5,2,22,0,0,0,0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.75,2.217355782608345,2.375,703.6875000000001,1108.2226268331654,-1.75,-2.375,-1.0,-1.0
agro_industry_and_commerce,2018-06-04,2.0,2.0,1713.0,856.5,31.490000000000002,2018,6,2,23,0,0,0,0,1.0,0.0,5.0,2.0,465.0,1.0,465.0,1.75,2.217355782608345,2.125,808.6875000000001,1042.988442229827,-0.75,-1.125,,
agro_industry_and_commerce,2018-06-11,2.0,2.0,295.0,147.5,17.29,2018,6,2,24,0,0,0,0,2.0,1.0,1.0,3.0,1713.0,2.0,856.5,1.0,0.8164965809277259,2.125,651.7500000000001,738.3591605716022,1.0,-0.125,1.0,2.6838709677419357
agro_industry_and_commerce,2018-06-18,3.0,3.0,634.0,211.33333333333334,42.72666666666667,2018,6,2,25,0,0,0,0,2.0,2.0,0.0,4.0,295.0,2.0,147.5,1.25,0.957427107756338,2.0,618.2500000000001,754.6934808251632,0.75,0.0,0.0,-0.8277875072971395
agro_industry_and_commerce,2018-06-25,3.0,3.0,873.8,291.26666666666665,33.836666666666666,2018,6,2,26,0,0,0,0,3.0,2.0,1.0,1.0,634.0,3.0,211.33333333333334,2.0,0.8164965809277258,1.875,776.7500000000001,639.3258819517122,1.0,1.125,0.5,1.1491525423728812
agro_industry_and_commerce,2018-07-02,2.0,2.0,613.9,306.95,22.16,2018,7,3,27,0,0,0,0,3.0,3.0,2.0,5.0,873.8,3.0,291.26666666666665,2.5,0.5773502691896254,2.125,878.95,604.6111780861052,0.5,0.875,0.0,0.3782334384858044
agro_industry_and_commerce,2018-07-09,0.0,0.0,0.0,0.0,0.0,2018,7,3,28,0,0,0,0,2.0,3.0,2.0,1.0,613.9,2.0,306.95,2.5,0.5773502691896254,1.75,604.1750000000001,237.5366129673508,-0.5,0.25,-0.33333333333333337,-0.29743648432135494
agro_industry_and_commerce,2018-07-16,13.0,12.0,3236.66,248.97384615384615,21.93846153846154,2018,7,3,29,0,0,0,0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,1.414213562373095,1.625,530.4250000000001,372.80599400582014,-2.0,-1.625,-1.0,-1.0
agro_industry_and_commerce,2018-07-23,10.0,10.0,2737.54,273.754,40.317,2018,7,3,30,0,0,0,0,13.0,0.0,3.0,1.0,3236.66,12.0,248.97384615384615,4.5,5.802298395176404,3.25,1181.0900000000001,1418.505463883262,8.5,9.75,,
agro_industry_and_commerce,2018-07-30,9.0,6.0,3209.12,356.56888888888886,43.96666666666667,2018,7,3,31,0,0,0,0,10.0,13.0,2.0,2.0,2737.54,10.0,273.754,6.25,6.238322424070968,4.375,1647.025,1580.7383311499311,3.75,5.625,-0.23076923076923073,-0.15420835058362625
agro_industry_and_commerce,2018-08-06,4.0,3.0,833.7,208.425,26.615,2018,8,3,32,0,0,0,0,9.0,10.0,0.0,2.0,3209.12,6.0,356.56888888888886,8.0,5.597618541248889,5.25,2295.83,1547.6005972687753,1.0,3.75,-0.09999999999999998,0.17226414956493774
agro_industry_and_commerce,2018-08-13,1.0,1.0,23.9,23.9,18.27,2018,8,3,33,0,0,0,0,4.0,9.0,13.0,3.0,833.7,3.0,208.425,9.0,3.741657386773942,5.5,2504.255,1137.0176855118264,-5.0,-1.5,-0.5555555555555556,-0.7402091539113527
agro_industry_and_commerce,2018-08-20,6.0,6.0,1036.0900000000001,172.6816666666667,20.006666666666668,2018,8,3,34,0,0,0,0,1.0,4.0,10.0,3.0,23.9,1.0,23.9,6.0,4.242640687119286,5.25,1701.065,1518.0815512898737,-5.0,-4.25,-0.75,-0.971332613649994
agro_industry_and_commerce,2018-08-27,0.0,0.0,0.0,0.0,0.0,2018,8,3,35,0,0,0,0,6.0,1.0,9.0,2.0,1036.0900000000001,6.0,172.6816666666667,5.0,3.366501646120694,5.625,1275.7025,1361.1138929169992,1.0,0.375,5.0,42.35104602510461
air_conditioning,2016-11-07,0.0,0.0,0.0,0.0,0.0,2016,11,4,45,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,,
air_conditioning,2016-11-14,0.0,0.0,0.0,0.0,0.0,2016,11,4,46,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,,
air_conditioning,2016-11-21,0.0,0.0,0.0,0.0,0.0,2016,11,4,47,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,,
air_conditioning,2016-11-28,0.0,0.0,0.0,0.0,0.0,2016,11,4,48,0,0,0,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,,
air_conditioning,2016-12-05,0.0,0.0,0.0,0.0,0.0,2016,12,4,49,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
air_conditioning,2016-12-12,0.0,0.0,0.0,0.0,0.0,2016,12,4,50,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
air_conditioning,2016-12-19,0.0,0.0,0.0,0.0,0.0,2016,12,4,51,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
air_conditioning,2016-12-26,0.0,0.0,0.0,0.0,0.0,2016,12,4,52,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
